"Word","AoA","Concr","Freq","CD","Dom_Pos","OLD20","len","FpM","LNC","rLNC","VC","J","rVC","rJ"
"doze",8,3.46,20,19,"Verb",23,4,77.8938743791143,14.7217745012786,11.5312410102374,12.2526044249535,6.0060110055147,9.71392273902893,2.97739982047979
"dozen",6.89,4.66,1231,1001,"Noun",34,5,1122.45683403531,13.9325627158706,9.71889164262177,12.6279116868973,4.51436069260975,7.77359993755817,2.02544306713442
"drab",11.11,2.32,41,38,"Adjective",30,4,50.20216018972,13.7031646163011,10.0858128459422,10.8667048513889,1.39560626103709,8.71279701590538,0.710073606994447
"draft",7.58,3.15,371,300,"Noun",32,5,408.719715618475,12.612858072854,9.86980825935583,10.2869670987129,1.45858142545258,5.49271002411842,0.470176476387657
"drag",8.84,4.17,1349,973,"Verb",29,4,734.893206454004,14.6712326367676,11.6930888496379,12.8443993330002,4.95290745980866,8.75454747676849,2.23509409854188
"drain",6.26,4.61,440,337,"Noun",33,5,338.007858085732,14.1514552316246,10.24074631006,11.9555506706238,2.43181252398716,8.11249500513077,0.778316340555685
"drama",7.39,2.34,1028,480,"Noun",35,5,331.652878723229,14.0653367907908,10.7446612776237,12.8578362464905,3.24713709415632,9.1593317091465,1.82141724708517
"dramatic",8.72,2.12,499,398,"Adjective",46,8,346.782266125814,13.079655709331,10.6265666768578,10.8449794650078,1.55566147267475,5.26471496932209,0.715079214628589
"drapery",12,4.32,3,3,"Noun",46,7,100.463143956736,14.6611395666291,12.2422341743749,13.1910491585732,3.26161737676202,10.9678114056587,2.04921439323688
"draught",12.53,3.46,24,20,"Noun",44,7,119.994638894041,14.1511179508046,10.0536856062828,12.6579950451851,2.86454306039123,8.6624988168478,0.863945578231293
"draw",4.11,3.97,2061,1354,"Verb",30,4,4090.32103022897,14.3647811569671,9.73464786689119,12.014905333519,4.16617132164914,8.69160726666451,1.21854672177985
"drawback",9.63,2.52,32,32,"Noun",66,8,52.5963798691558,13.6536700966878,10.9304277708853,10.1836948990822,1.07907429083258,6.70494922995567,0.560428426689825
"drawer",5.37,4.67,663,462,"Noun",39,6,290.653521549683,14.3470078804469,11.6971857508937,13.2944377660751,5.25855291725677,9.54628428816795,2.64722438792976
"drawing",4.82565,4.6,817,564,"Verb",37,7,487.923206957139,13.7663704633876,10.7647665216229,12.1348355412483,2.49370224435828,6.63399650156498,1.06469677600444
"drawl",11.17,3.08,4,4,"Verb",33,5,65.616293883407,13.9437898176336,10.5979284497677,11.4650421738625,2.47513674075235,6.75304773449898,1.01084857639174
"dread",9.44,1.86,128,104,"Noun",32,5,563.136971387623,14.3743624006662,11.5591068322255,12.4249486327171,3.13172337038767,8.50409591197968,1.62421105684618
"dreadful",6.78,2.23,408,314,"Adjective",59,8,433.276051864501,14.3249159141974,10.6692371289962,11.5204308629036,3.47353433719864,10.985337972641,1.63288539821897
"dream",4.88,2.6,6798,2809,"Noun",32,5,2243.54877420465,14.4050494179151,11.0877727154329,13.1634123325348,3.89589500781361,9.4653068780899,0.976815389065951
"dreamer",7.25,2.19,155,120,"Noun",36,7,59.5012388688022,13.3183356917374,9.41401340820986,11.3699349164963,2.20542470583829,6.11147090792656,0.790445433492546
"dreamy",8.75,2.21,80,70,"Adjective",35,6,87.1727939170253,14.1343456492285,10.620941150327,11.6374553442001,1.70098918524248,7.94711941480637,0.597330776282144
"dreary",8.42,2.33,92,86,"Adjective",37,6,173.486487577808,14.1604482846853,9.98946393375091,11.863300204277,3.636548832397,8.11910957098007,0.574931144212233
"dredge",12.5,3.04,24,20,"Verb",38,6,36.7623066623402,11.6875739897591,9.63892823797852,8.48257923126221,0.953758434426885,5.03187366202474,0.433514462695647
"drench",9.35,3.75,11,11,"Verb",37,6,83.9550646668805,14.6449549570951,11.6866686075872,12.612476348877,4.78269962368846,10.4209629297256,1.26141762679429
"dress",4.05,4.93,4447,2186,"Noun",32,5,2451.0052932976,14.4453898532559,11.9813222034445,13.6884886026382,5.33485658485659,10.977215886116,1.65206006604321
"dresser",4.28,4.96,182,159,"Noun",35,7,93.0918274417752,13.9858998194738,10.188996162317,10.6005313396454,2.00808740433618,8.0321561396122,0.614029691757255
"dressing",5.67821,4.03,804,614,"Verb",38,8,173.119538211507,14.1600321761804,11.7772977415053,12.1929902434349,3.09849176122868,6.92204254865646,0.508496059540066
"drift",8.89,3.07,327,255,"Noun",35,5,563.986936623421,14.1959158957106,11.6541284743012,12.2473655939102,2.81079574662412,7.65211233496666,0.544364249080797
"drill",7.14,4.4,701,466,"Noun",31,5,219.010843278762,12.8187940096509,9.13393616071786,11.1350581049919,1.77054346804218,5.60707174241543,0.770155382678855
"drink",3.47,4.76,12617,4353,"Noun",34,5,2094.74322604129,14.4099295790655,11.497357123144,12.8353286385536,5.694713678211,10.4453391432762,3.81262498101319
"drinker",8.53,3.32,95,87,"Noun",38,7,44.6238884244136,14.3496401810117,9.24503412415292,11.9317885637283,5.26921258333532,10.9241334199905,4.51454066505414
"drip",5.89,4.14,261,168,"Noun",32,4,126.208773410037,14.7003452904754,12.5003747389318,13.0890797972679,4.23701981330276,10.4164332151413,1.78264036120442
"drive",5.26,3.86,7810,3714,"Verb",33,5,3345.16927777099,13.5988391532433,10.9374587542359,11.9531948566437,2.60293541156553,6.64108853042126,1.38339724751116
"driver",4.95,4.71,2416,1398,"Noun",31,6,728.793386915947,13.4360393700126,10.2669737234472,11.7997386455536,3.13173873258886,8.21426239609718,1.8805549680547
"drone",10.11,3.93,144,54,"Noun",33,5,84.5893984246186,12.0914084043278,6.09949425271149,8.43879607319832,1.97051317826579,4.56187029136345,1.42486747107523
"droop",10.12,3.68,17,16,"Verb",35,5,190.938252683644,14.4120293297897,12.3899062137152,13.1960819363594,2.88564898376705,9.02473744750023,0.876447899685658
"drop",3.26,4.21,6661,3548,"Verb",33,4,2660.05317163122,14.5007500875137,11.7750039593772,12.4505579471588,3.81928886138383,9.01486828923225,0.836223279802509
"drought",7.94,3.74,70,47,"Noun",36,7,92.5269221469125,13.8999647048621,10.6125140542592,13.1906346082687,2.67970672126937,6.56960293650627,1.12672030865357
"drove",6.31763,3.71,1472,1101,"Verb",31,5,28.9247105025379,11.8350724627188,7.5602699297128,9.51296257972717,1.85130862009007,6.8869606256485,1.33794118381802
"drown",7,3.93,540,439,"Verb",33,5,357.947386012739,14.6190649487556,11.9004045719603,13.3353537917137,3.43620047108419,8.71929651498795,1.81166072410551
"drowsy",8,2.62,37,36,"Adjective",37,6,55.223189961171,14.5851432924132,11.6156460904633,12.0560741424561,5.03972329474482,8.61608332395554,3.64350344362554
"drug",8.11,4.48,2306,1093,"Noun",33,4,779.42234312795,12.9452402288545,8.33531378194439,11.046790599823,3.00324495511216,9.02607893943787,1.11432251223835
"drum",4.63,4.96,432,270,"Noun",33,4,316.458084770072,14.5653120102791,11.5925605738257,13.0784957408905,4.58960021126036,11.313435614109,2.05305808799983
"drummer",6.05,4.44,187,111,"Noun",40,7,55.8928068158362,11.7590012646643,9.3746640472877,9.50546351075172,0.983032711074829,3.85836322419345,0.477416548014555
"drunk",9.26,3.48,3904,2016,"Adjective",34,5,436.832477665396,14.0919155083279,11.4698343128792,11.5082921385765,2.87132069415785,6.39009620994329,0.357418962034397
"drunkard",10.72,3.77,62,46,"Noun",63,8,57.5843381068652,13.976785563953,9.75020692636259,10.8623871803284,1.73595895847848,9.16168600320816,0.89806255289143
"drunken",9.42,3.3,315,265,"Adjective",49,7,140.16305898129,14.1686916867131,11.6176101985132,12.4341403245926,2.09788385326447,7.41195127367973,0.459346504559271
"drunkenness",11.944526,3.16,36,34,"Noun",83,11,47.9601405328049,14.1436214233818,10.5148969559102,12.0725123286247,1.94419274699163,8.0751790702343,0.831345688926504
"dry",4.11,3.77,2184,1537,"Adjective",28,3,1513.09688298728,14.7387768813137,12.476472016912,13.7475347518921,3.62518338624895,10.6216503977776,1.13091134514289
"dryness",8.94,2.72,7,7,"Noun",52,7,19.4364992825013,13.9502903471149,10.2242966328244,11.9413736462593,1.56359435886514,7.19170194864273,0.513565626919664
"dub",11.06,3,55,33,"Verb",20,3,77.1293537679886,8.8884567802826,7.03087289371306,6.97127468325198,0.230496453900709,4.72802990488708,0.0816326530612245
"dubious",12.19,1.52,73,67,"Adjective",56,7,81.0786587597765,11.413595962645,8.6053494085388,8.83197686076164,0.468530073145509,5.16392413247377,0.20753727022724
"duck",3.5,4.86,1263,703,"Noun",21,4,365.316176127395,14.5039360666436,12.2681720942583,11.8730319738388,3.27815540379352,8.04679261147976,2.16856523750211
"duel",9.45,3.79,120,67,"Noun",32,4,113.226801467233,13.478268153762,9.49324040760636,11.3125652968884,2.11626031761888,7.70383879542351,0.502659574468085
"dull",8.05,2.37,616,468,"Adjective",22,4,564.514241494659,14.085041828684,11.9566862871222,12.8456507325172,1.75906510994262,5.55545662343502,0.224489795918367
"duly",11.401019,1.68,69,64,"Adverb",33,4,148.645868182941,13.55143446592,10.383582400359,11.3737911581993,1.96572582207176,6.88112160563469,0.553004535147392
"dumb",4.5,2.36,2395,1501,"Adjective",36,4,280.677606158624,12.5842941162381,9.82903480332638,9.47974288463593,1.64147819309428,5.37181917997077,1.13728049359279
"dumpling",8.5,4.65,45,31,"Noun",38,8,19.6867622326271,14.8318581767744,11.0596736576893,12.6101624965668,3.27789178895735,12.3841617107391,2.78390002660573
"dung",11.05,4.64,90,65,"Noun",25,4,32.0746653025646,14.4405809539825,10.4262726537879,12.276592373848,2.16418386451864,8.950055539608,1.19810182568727
"dungeon",7.55,4.32,131,100,"Noun",54,7,110.68143560468,13.7392681633998,9.90948815033839,12.3384604454041,1.56487382563506,5.34888558089733,1.60735127384287
"dupe",11.81,2.23,33,29,"Noun",31,4,49.596987744265,13.9186543420782,10.9569379525064,11.1199645400047,2.19961701055596,8.60570630431175,0.709093723972819
"duplicate",8.95,3.46,117,95,"Verb",49,9,72.6500027241068,12.4912682554375,9.69383259109413,10.7412142455578,1.37568316885487,5.49190232250839,1.54111997565868
"durability",10.05,2.81,11,10,"Noun",58,10,25.0638454477412,14.1582644852311,11.1589869761823,12.4772596359253,1.95472380054647,6.96975502371788,0.463206204467603
"durable",11.79,3.03,18,18,"Adjective",42,7,70.082753540207,13.4803068318679,10.2633071005597,11.075048327446,1.82485367067634,5.51181822270155,0.290870603560573
"duration",10.32,2.08,81,75,"Noun",48,8,139.950269543956,13.6967847787988,11.7192736721433,12.4228220582008,3.4282209490695,7.30784368515015,0.42124874926844
"dusk",8.74,4.24,61,49,"Noun",29,4,171.503678493797,14.6729096805675,12.1007084918114,12.8583369255066,4.94474926884974,9.17002980411053,2.625207437317
"dust",5.06,4.4,1216,811,"Noun",24,4,845.762239306646,14.2764281841907,12.0780787127628,12.4771847724915,3.90776980176777,7.17244710028172,1.1388875284447
"dutiful",10.84,1.82,15,14,"Adjective",58,7,38.9865261849833,14.251413075291,10.9020483571894,11.4387640357018,2.63370316297809,7.00848895311356,1.03956133977478
"duty",7.15,2.19,2599,1531,"Noun",39,4,2817.37160815878,13.7849377074127,11.1417592509403,12.0810425877571,3.27340743415536,6.39767374098301,0.292571283832682
"dwarf",7.65,4.45,157,93,"Noun",39,5,143.615775814682,13.4928876608151,10.0729271725513,10.24349796772,1.11191211895771,4.92923028022051,0.423154158688647
"dwell",10.78,2.62,142,126,"Verb",37,5,479.787027215197,13.8777086096199,10.0160966290457,12.2990998029709,2.54686161764635,6.84688958525658,0.35730568823274
"dweller",9.84,3.5,9,9,"Noun",37,7,62.0082965347777,13.7707101164167,9.88673996269564,11.7408401966095,1.93974481700834,8.50595280528069,0.684534893765765
"dwelling",9.05,4.14,68,58,"Noun",37,8,363.050379642696,14.2001193766897,10.3866831406044,12.6617318987846,3.85047408392336,8.6338215470314,1.76218972685538
"dwindle",11.25,2.25,5,5,"Verb",40,7,85.7998476675962,13.0043964665,9.26993433351565,10.4271045029163,1.82827000488224,4.15349735319614,0.482510417380838
"dye",7.56,4.58,197,139,"Noun",21,3,154.331022062321,14.0099840328678,9.64220393171215,12.092925131321,2.22072737523433,10.2311280965805,1.32243655781255
"eager",8.5,1.93,350,307,"Adjective",31,5,596.227774543283,13.5994110221098,9.95968069256052,12.0353442430496,2.22072938618045,6.53567133843899,0.313033724127949
"eagerness",10.94,1.69,13,12,"Noun",60,9,169.926430499972,14.2891675984487,10.5097816670349,12.2423070669174,3.09467441355411,8.09413328766823,0.812191928131405
"ear",3.63,5,1632,1106,"Noun",20,3,1998.81405772386,14.4615993504335,11.8078680796903,13.0268853902817,3.48583246736837,7.71280010044575,0.759743934957377
"early",5.305215,2.25,5510,3284,"Adverb",34,5,4044.60250978827,14.5434042483028,10.5495032157141,13.3296474814415,4.24059439508584,8.67184600234032,1.73448680148292
"earn",7.57,2.39,783,623,"Verb",24,4,665.699663713484,14.0595589953438,8.59265392162614,12.7963096499443,3.50328416424861,7.95908896625042,0.935996522432894
"earnest",10.22,2.24,80,72,"Adjective",40,7,541.601329488648,13.9288780335201,10.4607728762842,11.1297054886818,1.83850492771996,7.78967086970806,0.230664004732328
"earth",5.37,4.8,5074,2339,"Noun",34,5,3062.42100816081,13.6863608065448,11.0414334568035,13.2494371533394,2.11923627917802,6.16433562338352,0.950168035265198
"earthen",12.82,2.81,3,3,"Adjective",47,7,35.4720782124111,14.1091565658788,11.4866819353256,11.9888740181923,1.60956850873058,8.26272949576378,0.986570533608861
"earthly",9.38,2.41,76,70,"Adjective",48,7,246.187910116005,14.2871278535667,10.323272126392,12.0622529983521,2.91514372558237,7.77821320295334,2.44581442310051
"earthquake",7.53,3.97,325,186,"Noun",92,10,142.582396307476,14.2171721720203,10.4032438087843,12.7156460881233,4.07085859513502,8.89634174108505,0.850576425688756
"earthy",9.11,2.15,21,18,"Adjective",38,6,31.4819727799821,11.98764429387,9.30107159295223,8.62103654444218,1.29888964302432,6.09227197617292,0.85280823039367
"ease",9.11,2.32,974,718,"Noun",21,4,699.607861384396,13.1332882452095,9.30305084958655,10.9780566096306,2.29039488879914,5.77045706659555,0.988445905371371
"easel",7,4.97,14,14,"Noun",35,5,34.3674946002495,14.4058091592079,11.2401347951722,12.8532291054726,3.1678751566029,8.92479309439659,0.73544936994785
"easy",5.43,2.07,13551,5385,"Adjective",38,4,2389.23854114233,14.13216480767,9.71052543062652,12.0120319724083,4.02406253343958,5.66092199832201,0.80671917889963
"eat",2.78,4.44,12846,4834,"Verb",20,3,2500.47156492266,14.7002516158524,11.8123952008976,13.1891947388649,5.25617348507271,10.4143041372299,3.1833905916233
"eater",5.94,3.75,80,64,"Noun",22,5,57.1888183075296,14.5217452680015,10.8839081690108,12.1113336086273,2.56245327871632,9.1416303217411,1.24834412923339
"eccentric",12.6,1.81,179,145,"Adjective",68,9,91.6312829629668,13.8027288489444,10.0054848725037,11.8964883685112,2.06230469931008,7.82152293622494,0.438033724127949
"eccentricity",13.74,1.84,10,9,"Noun",93,12,46.0270668758046,14.1250416051787,10.4129040970908,11.6335234045982,1.59900732609534,6.68158623576164,0.541775220726589
"eclipse",10.21,4.17,144,50,"Noun",55,7,117.45145782727,13.7514829421956,9.91053355285728,12.8313954472542,3.59769086249435,8.57352635264397,1.86332260975489
"economical",11.56,2.22,17,15,"Adjective",64,10,101.52032141988,13.7191391845791,10.6350102856667,10.9959815740585,2.1883043257847,6.19327434897423,0.774285638107427
"economist",12.32,3.25,11,11,"Noun",58,9,189.27626253815,13.2209990982109,10.8104105448296,11.8490998148918,1.421803834273,5.14881775528193,0.165816326530612
"economy",12.56,2.57,296,217,"Noun",58,7,824.752140135953,12.8877980646232,10.0188673833045,9.71666613221169,2.07309619087836,5.79270100593567,0.718938914536921
"ecstasy",13.47,2.04,162,120,"Noun",64,7,89.3977503061873,14.2750815376966,11.4182348182659,11.8234216570854,3.0868556410929,9.7527694106102,1.34774796065137
"edge",6.17,4.24,1199,907,"Noun",33,4,1447.25645073111,14.6533146967109,12.525268878684,13.2750616669655,3.33546403873597,9.34397733211517,1.38588902791561
"edict",14.53,2.63,16,12,"Noun",37,5,53.4070826588845,13.9327950263526,10.9212031428823,12.5111795067787,2.07741797257228,7.08170184493065,0.687910486427072
"edifice",14.07,3.64,21,19,"Noun",56,7,135.889798543111,14.4736152620258,9.58493768117934,12.6737486720085,4.14240108406311,10.3633744120598,2.5385743011202
"edit",9.57,3.28,77,66,"Verb",35,4,132.361550272552,13.8652797867624,10.6965103820094,12.6154609322548,2.42718096863822,9.8132846057415,2.38547676277374
"edition",8.42,3.21,249,194,"Noun",40,7,378.219543929388,14.4263522836141,10.9848512499799,13.411148250103,3.83347540257162,10.2873648107052,2.11272661050945
"editor",10.11,4.25,633,330,"Noun",48,6,962.206470347665,14.2186404986827,10.897337509007,12.7165352106094,4.6955959528634,9.42039051651955,2.97661680539738
"editorial",13.7,3.44,111,84,"Adjective",61,9,234.936652547642,14.0494078963499,9.85776422904357,12.0750212073326,4.29283109629443,10.3209142684937,1.76495809375418
"educate",7.84,2.12,104,99,"Verb",48,7,466.218392659617,14.1013522726235,11.3811097380948,13.4724739193916,3.13995384322578,7.63511690497398,0.909661746098118
"education",6.7,2.93,996,683,"Noun",45,9,1899.5242871464,14.3875348666799,11.6669843251864,12.8671693205833,5.45627309306706,8.61952278017998,0.676863406478842
"educational",8.26,2.1,167,141,"Adjective",70,11,313.686333991212,13.9235491934079,11.7132207536292,12.3850239515305,2.26665542122582,7.62028673291206,0.768470971490662
"eel",6.47,4.69,73,52,"Noun",20,3,43.4569654955122,14.6188069504712,11.60690505145,11.6594688296318,4.83891004111592,9.59493699669838,1.91156759759644
"effect",9.26,1.8,1219,930,"Noun",41,6,3474.30415373826,14.1933802061136,12.2121772830528,11.6151780486107,2.48263077381349,6.92747008800507,0.444552998504366
"effective",10.83,2.04,536,475,"Adjective",51,9,590.43135259375,13.8210076663997,11.6618051358937,11.2442200183868,1.60513002902655,8.69244736433029,0.443525143637474
"efficiency",9.67,2.15,139,119,"Noun",67,10,251.050286964231,13.9727784940883,11.0511005896273,11.2710682749748,2.87984553616154,6.85243117809296,0.799796671818624
"efficient",11.53,1.82,253,211,"Adjective",63,9,304.070014897673,13.4427416921224,9.36553962257827,11.0329426527023,2.67803594121818,5.89757540822029,0.799855668590321
"effort",8.16,2.33,987,795,"Noun",52,6,2476.45199977707,13.9968373844732,10.8963087593961,12.8749352097511,3.08566783852103,6.81720486283302,0.657714424741003
"egg",3.89,4.97,1328,726,"Noun",34,3,792.628057369954,14.5532505641681,11.2232279497653,12.6986595392227,2.37679869197463,10.4299960136414,1.21066964583219
"eighth",6.051205,3.62,350,256,"Number",37,6,238.634422914993,14.5424571637998,10.1630688121527,11.9275643825531,5.63404130826467,11.5965412855148,5.61114006444433
"eject",8.05,3.22,72,48,"Verb",34,5,43.5879296629199,10.7386345407899,7.87196452662493,8.51555490493774,0.917259041374309,3.99896886758506,0.269612100159213
"elaborate",11.53,2.68,242,218,"Adjective",60,9,302.60954540502,13.5614697055614,10.8079192287912,11.9048198461533,1.84347793823208,7.49113139510155,0.559578086553771
"elastic",8.85,3.73,53,44,"Adjective",49,7,89.5787932358447,12.6763623958363,9.71905950564266,10.2872459888458,1.52631338714,6.69770111888647,0.729763211964087
"elated",11.89,2.28,14,13,"Adjective",35,6,34.5641503920444,13.613000648605,9.10624902737211,9.5606789290905,2.23666036014506,6.23561668395996,1.31732321088606
"elbow",4.78,5,313,249,"Noun",40,5,388.192231006506,14.6287225972685,11.6856163067909,12.5100679397583,3.66494867625127,8.27200117707253,1.29255213359272
"elderly",8.17,3.68,209,154,"Adjective",57,7,192.762989072906,13.2567236311454,8.48987539028523,11.9853008985519,2.96908921694173,6.92466711997986,0.719343155371995
"elect",7.28,2.41,72,64,"Verb",36,5,693.987836134969,14.3009220240237,11.1049641681078,13.317391872406,3.65539067445208,9.54412919282913,1.51907068801878
"election",9.17,3.17,560,271,"Noun",33,8,1172.26452957473,14.321857905068,11.1864427300254,13.4205502867699,5.84292604463562,10.6031429767609,2.9054966705402
"elective",12.11,2.38,52,36,"Adjective",48,8,48.864181455034,13.4034454678517,10.7221547272064,10.8037728965282,1.7131866837416,5.7008244395256,0.986439685721451
"electoral",12,2.24,26,23,"Adjective",58,9,90.9978425854315,14.380563073703,9.98371271248861,12.1783180832863,4.51578115235536,10.0599137544632,2.42528113689313
"electric",6.36,3.56,874,537,"Adjective",51,8,489.598508557668,12.3300431607205,8.37780320948865,10.7385132312775,2.4265059438705,7.034030854702,1.07956591840101
"electrical",8.1,3.39,440,314,"Adjective",61,10,163.361193733475,13.3057574746702,9.25346387523197,11.6827522516251,2.61671698646376,7.65729701519012,1.56377747519747
"electricity",6.6,3.9,584,373,"Noun",64,11,213.884475426713,13.6389442174505,8.8004387834658,9.7331900447607,4.34907306705088,7.88484996557236,1.8577908786134
"electrify",9.8,2.97,5,3,"Verb",60,9,27.1237418209733,9.60459192784997,4.67614856343025,6.8682878613472,0.354813664596273,5.06705957278609,0.163265306122449
"elegance",9.61,2.18,65,56,"Noun",57,8,128.421161856285,14.3264057355262,10.4196862562586,13.5802827477455,3.10489053626986,7.90751087665558,1.00723488678494
"elegant",9.72,2.31,320,240,"Adjective",52,7,342.08824429779,14.4433976095519,9.99982075161291,13.0598162412643,3.54325110415695,8.84268942475319,1.0498767167315
"element",10.5,3.63,338,266,"Noun",42,7,1101.9012080904,14.0792850874466,11.7427868257023,11.5808219909668,1.79016049256614,8.78115218877792,0.604646113764655
"elemental",12.12,2.08,34,26,"Adjective",62,9,34.740477944381,11.8304666043022,8.90327283103417,9.9937299489975,0.643454702406746,6.79968133255898,0.421140195208518
"elementary",6.11,2.24,242,206,"Adjective",64,10,190.657759583999,13.301007268388,9.31522649217806,10.9330995082855,2.2689808466206,6.98503425717354,1.27886326897218
"elephant",4.8,5,580,314,"Noun",61,8,193.979706031567,14.541095693107,10.6652504515218,12.3776630759239,2.98160459776653,9.36870762705803,1.63930777788647
"elevate",9.11,3.37,43,40,"Verb",51,7,207.338251266381,12.6905060055471,8.71685382156772,10.7718322277069,1.19852013624375,5.96746025979519,0.353488716012188
"elevation",9.95,3.79,47,33,"Noun",52,9,230.203321979167,13.6982450041696,10.2970988379942,12.1404101252556,2.43053191155593,7.14141906797886,0.419271964104791
"elf",4.32,4.3,193,76,"Noun",33,3,40.7688791254093,13.5780049336465,9.72873525950367,10.2966778278351,1.23818392367224,7.47761213779449,0.319498721474405
"elicit",14.26,1.73,25,25,"Verb",44,6,78.0364632051029,13.8806858510605,11.4339210797163,12.4582251310349,1.81081191459679,6.53682385385036,0.654625020055853
"eligible",10.84,2.46,169,134,"Adjective",60,8,103.965696094098,13.3850545298092,11.1161817628508,11.0960976183414,2.00399889691406,7.77549627423286,1.4017755716084
"elope",11.37,2.81,67,54,"Verb",36,5,24.5918390375804,12.8143287454312,9.46681566851817,9.73719745874405,1.97104748154096,6.45931954681873,0.872933265339783
"eloquence",11.71,1.88,27,25,"Noun",73,9,261.86021369227,14.2274705476853,10.6411432995974,12.516160428524,3.59252110390152,7.86744672060013,1.59930670344413
"eloquent",11.74,1.93,49,48,"Adjective",65,8,200.532240864218,14.1806225099826,11.1992952336906,12.8488790392876,3.07660366393018,7.8341463804245,0.665672100004083
"elude",12.21,2.65,21,20,"Verb",36,5,98.1589132052566,13.1629941316882,9.31309477267131,10.5827652812004,2.06000469930547,5.90292376279831,0.505378145707867
"emanate",12.19,2.52,12,12,"Verb",49,7,66.1596004002348,11.6557144578938,8.2281317283224,9.94655123353004,1.26779593840516,5.28576333075762,0.253677465435758
"emancipation",12.15,2.37,24,20,"Noun",72,12,98.1439954664815,13.9730075346161,10.8414563156469,11.5657576322556,1.78662104844107,7.13329601287842,0.56484295845998
"embankment",11.53,4.07,24,20,"Noun",76,10,38.2117044884079,14.289105235026,10.5173586793062,12.0824689865112,2.43676444108038,9.75823658704758,1.18248188808702
"embargo",12.95,3,24,16,"Noun",54,7,61.2354035671216,13.4845982222868,10.0789353882981,12.0085678100586,1.65896012494655,8.49369686841965,0.786114830625737
"embark",11.05,2.48,64,62,"Verb",50,6,168.865999003925,12.5754995507002,9.08637510381813,11.4593213200569,1.22002224875281,6.66456565260887,0.462065075799052
"embarrass",6.11,2.14,450,378,"Verb",66,9,103.85043686954,12.8362403396812,9.09828183319271,9.44272331893444,1.46325774023342,7.0762968622148,0.52969556616973
"embarrassed",7.83,2,1093,834,"Adjective",75,11,200.815841026446,14.1777263179147,9.80348249836009,11.5435464978218,3.36277535937207,8.44256122410297,1.88248114031849
"embarrassing",8.6,2.11,1165,926,"Adjective",82,12,100.513401221405,13.7283813469882,9.78511117789529,11.2325981855392,1.95744181749589,9.20955780148506,0.547444154966951
"embarrassment",6.28,2.43,247,222,"Noun",91,13,257.169201091857,14.2906640296433,9.54285060854269,11.9872386455536,3.65083366621379,8.7596076130867,1.59994557251926
"embassy",12,3.96,397,182,"Noun",59,7,167.764972628433,13.8940063270037,10.2599182713762,11.8288416862488,2.57177932918257,7.39806056022644,0.878325058052823
"embellish",11.76,2.48,15,14,"Verb",73,9,47.5832018173132,14.1595123508426,9.88473536529927,11.9815135002136,3.47825239069718,9.78551471233368,1.28093018213332
"embellishment",13.22,2.86,2,2,"Noun",95,13,34.3889629029897,13.9234829381063,9.98539211119566,11.5569898486137,2.4246401947945,9.70354890823364,0.66832415415077
"ember",10.5,4.36,11,9,"Noun",34,5,59.4008337924345,14.4984918846165,11.5642523265507,13.4327862858772,5.5322444451607,9.32473960518837,2.27436336087775
"emblem",10.32,4.3,33,27,"Noun",53,6,92.734544493472,13.497659974282,9.27729499323875,11.7543443441391,1.70044411027366,6.97135375067592,0.430744154528349
"emblematic",12.71,2.12,4,4,"Adjective",82,10,13.6284634615485,9.60491714583615,6.28314151288447,6.30401805043221,0.407182345648713,4.03252645581961,0.148181011535049
"embody",10.83,1.75,16,15,"Verb",54,6,171.67639846648,13.9557865461561,11.1417516511184,11.4892969727516,1.55122562588733,6.94636468589306,0.701922613016838
"emboss",11.33,3.55,1,1,"Verb",51,6,20.5045916648442,14.4714384734854,11.1464900071261,12.6719090342522,3.45620189352464,10.8670394420624,1.41948491120079
"embrace",7.05,3.38,386,322,"Verb",54,7,703.63395024274,13.3014327749366,8.36771474087432,11.5449262261391,2.70724777808615,6.42600656114519,0.581830750833013
"embroider",11,4.22,12,11,"Verb",65,9,97.5004591032226,14.7356815995448,12.0057440470143,14.018351495266,4.58089842840277,11.5137175917625,4.27223527534749
"embroidery",10.17,4.63,25,19,"Noun",78,10,64.4254870339275,14.5571124160779,11.1110968499811,13.0030578374863,3.50903529703124,11.2517902255058,1.92955339242272
"embroil",13.19,2.04,1,1,"Noun",58,7,17.1232396693863,12.983511537043,9.8851343326971,11.0207806229591,0.888362338890335,7.24295291304588,0.28656462585034
"embryo",11.68,4.61,39,26,"Noun",57,6,60.8183119671112,12.1869254808887,7.99333716821241,9.82046464085579,1.57261360744316,6.74904471263289,0.75690119206374
"emerge",9.76,2.27,88,81,"Verb",42,6,600.388193945231,13.7345557448818,9.54586009266221,11.6461173295975,2.36734149485625,4.79638605192304,0.128623188405797
"emergency",5.94,2.41,2776,1646,"Noun",67,9,455.217544730987,12.483690838317,8.72276278140163,10.6663917303085,1.91543117188272,5.30005419626832,0.379695356403431
"emigration",11.42,2.7,13,7,"Noun",53,10,71.7056072420364,13.3074461367699,10.1830374312645,11.1057375371456,2.11021353430428,7.32797032594681,0.77414940453002
"eminent",12.53,2.03,84,62,"Adjective",56,7,264.643817106635,13.9986902715104,11.6482729674172,12.4814124107361,3.11766351008274,8.77499240636826,1.19157795075451
"emissary",12.64,3.09,51,38,"Noun",67,8,46.2710420549708,13.1261088985935,9.65274198712778,11.320100903511,1.29710244870204,6.08019197173417,0.555007088193952
